ID;Nome;Incorporadora;Bairro;Cidade;UF;Endereco;Status;Area_Min_m2;Area_Max_m2;Preco_Min;Preco_Max;Quartos;Suites;Vagas;Previsao_Entrega;Contato_Nome;Telefone;Email;WhatsApp;Comissao_PJ_%;Comissao_PF_%;Total_Unidades;Andares;Unid_por_Andar;Estoque;Data_Lancamento;Descricao;Website;Qtd_Arquivos;Apresentacoes;Books;Folders;Tabelas;URL_Orulo
"57486";"Terrasse Magique";"Terrasse";"";"";"";"Álvaro Andrade";"Em construção";"67.23";"124.77";"788000";"";"";"";"";"";"Terrasse";"(41) 3254-4567";"contato@terrasse.com.br";"(41) 3254-4567";"4";"";"102";"";"";"52";"01/07/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"Terrasse_Magique_Tabela_tabela_terrasse_magique_abril_2026.pdf";"https://www.orulo.com.br/buildings/57486"
"57684";"Fortune";"Realmarka Construções";"";"";"";"Tenente Francisco Ferreira de Souza";"Em construção";"22.14";"56.67";"288063.09";"";"";"";"";"";"Bruno Gilles";"(41)98842-6700";"plataforma2@realmarka.com.br";"(41)98842-6700";"4";"4";"80";"";"";"33";"19/07/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"3";"";"";"";"Fortune_Tabela_tabela_fortune_abril_2026.pdf";"https://www.orulo.com.br/buildings/57684"
"57702";"Alameda Ecoville - Fase 1";"Tempos Incorporadora";"";"";"";"Eduardo Sprada";"Em construção";"255.82";"255.82";"2280000";"";"";"";"";"";"Ingrid (comercial)";"(41) 98858-4566";"falecom@temposincorporadora.com.br";"(41) 98858-4566";"6";"5";"13";"";"";"7";"01/06/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"3";"";"Alameda_Ecoville_-_Fase_1_Book_Book_alameda_ecoville.pdf";"";"Alameda_Ecoville_-_Fase_1_Tabela_tabela_alameda_ecoville_-_fase_1_marco_2026.pdf";"https://www.orulo.com.br/buildings/57702"
"57712";"Paseo Folloni";"Plaenge PR";"";"";"";"Alberto Folloni";"Em construção";"128.94";"232.47";"2087340";"";"";"";"";"";"Vandrei Tesser";"(41) 9619-9752";"";"(41) 9619-9752";"";"";"74";"";"";"20";"22/06/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"";"";"Paseo_Folloni_Tabela_tabela_paseo_folloni_marco_2026.pdf";"https://www.orulo.com.br/buildings/57712"
"57969";"OAK Curitiba";"Engsa";"";"";"";"Estados Unidos";"Em construção";"84.75";"154.16";"915300";"";"";"";"";"";"Fabiano Cecato";"(41) 99619-8727";"fcmenge@gmail.com";"(41) 99619-8727";"4";"";"28";"";"";"7";"01/06/2024";"Inspirado na força da natureza. OAK, em inglês, significa “carvalho”. Árvore resistente e que triunfa na natureza perante os obstáculos. Considerada sagrada em muitas tradições, é também símbolo de ac";"";"4";"";"";"";"OAK_Curitiba_Tabela_tabela_oak_curitiba_fevereiro_2026.pdf";"https://www.orulo.com.br/buildings/57969"
"58320";"Republik";"D.Borcath";"";"";"";"Benjamin Constant";"Em construção";"30.18";"35.69";"444900";"";"";"";"";"";"Aline Eufrasio";"(41) 99639-8152";"vendas@borcath.com";"(41) 99639-8152";"4";"";"179";"";"";"3";"01/03/2023";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"Republik_Tabela_tabela_republik_marco_2026.pdf";"https://www.orulo.com.br/buildings/58320"
"58325";"Boutiq";"Porto Camargo";"";"";"";"General Aristides Athayde Júnior";"Em construção";"111.47";"330.08";"1863360";"";"";"";"";"";"Nicole Oliveira";"(41) 99957-1040";"suportecomercial1@portocamargo.com.br";"(41) 99957-1040";"4";"";"15";"";"";"10";"01/07/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"5";"";"";"";"Boutiq_Tabela_tabela_boutiq_marco_2026.pdf";"https://www.orulo.com.br/buildings/58325"
"58366";"Paseo Santiago";"Canet Junior";"";"";"";"Agostinho Brusamolin";"Em construção";"171";"288.2";"618119.1";"";"";"";"";"";"Ana";"(41) 98497-7088";"comercial@neoville.com.br";"(41) 98497-7088";"4";"";"54";"";"";"5";"01/04/2024";"Prepare-se para viver uma grande mudança e novas experiências de vida, em um condomínio que reúne áreas integradas de convivência, uma estrutura de lazer completa e muito mais. Preço e disponibilidade";"";"4";"";"";"";"Paseo_Santiago_Tabela_tabela_paseo_santiago_marco_2026.pdf";"https://www.orulo.com.br/buildings/58366"
"58448";"Joaquim 101";"RR Incorporações";"";"";"";"Guaratuba";"Em construção";"91.5";"316";"1516900.73";"";"";"";"";"";"Dagoberto Sondahl de Campos";"(41) 99288-4412";"contato@rrincorporacoes.com.br";"(41) 99288-4412";"4";"4";"26";"";"";"18";"01/04/2024";"O projeto inspirado no melhor da arquitetura. O nome inspirado no mais puro amor. E os dois juntos inspirando novos começos de vida, novas experiências e alegrias para as pessoas. Preço e disponibilid";"";"8";"";"";"";"Joaquim_101_Tabela_tabela_joaquim_101_marco_2026.pdf";"https://www.orulo.com.br/buildings/58448"
"58540";"AN Metropolitan - Residencial";"Anton Incorporações";"";"";"";"Emiliano Perneta";"Em construção";"23.45";"30.3";"226203.48";"";"";"";"";"";"Tiago";"(41) 99875-0719";"tiagooliveira@antoninc.com.br";"(41) 99875-0719";"4";"";"216";"";"";"101";"01/01/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"AN_Metropolitan_-_Residencial_Book_Book_an_metropolitan_-_residencial.pdf";"";"AN_Metropolitan_-_Residencial_Tabela_tabela_an_metropolitan_-_residencial_marco_2026.pdf";"https://www.orulo.com.br/buildings/58540"
"58546";"AN Metropolitan - Lojas";"Anton Incorporações";"";"";"";"Emiliano Perneta";"Em construção";"166";"166";"1992000";"";"";"";"";"";"Tiago";"(41) 99875-0719";"tiagooliveira@antoninc.com.br";"(41) 99875-0719";"4";"";"1";"";"";"1";"01/01/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"AN_Metropolitan_-_Lojas_Apresentação_Apresentacao_an_metropolitan_-_lojas_2.pdf";"";"";"AN_Metropolitan_-_Lojas_Tabela_tabela_an_metropolitan_-_lojas_marco_2026.pdf";"https://www.orulo.com.br/buildings/58546"
"58644";"Zenit Água Verde";"Reitzfeld PR";"";"";"";"José Cadilhe";"Em construção";"71.82";"183.96";"794000";"";"";"";"";"";"Sandro";"(11) 98886-1019";"sandro@reitzfeld.com.br";"(11) 98886-1019";"4";"4";"58";"";"";"24";"01/06/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"Zenit_gua_Verde_Book_Book_zenit_agua_verde.pdf";"";"Zenit_gua_Verde_Tabela_tabela_zenit_agua_verde_abril_2026.pdf";"https://www.orulo.com.br/buildings/58644"
"58834";"Gard";"Adriática";"";"";"";"Professor Pedro Viriato Parigot de Souza";"Em construção";"167";"360";"2291173";"";"";"";"";"";"Plantão de Vendas";"(41) 99860-0246";"";"(41) 99860-0246";"4";"";"30";"";"";"22";"01/07/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"";"";"Gard_Tabela_tabela_gard_abril_2026.pdf";"https://www.orulo.com.br/buildings/58834"
"58835";"Dalí";"MM Arruda";"";"";"";"Estados Unidos";"Em construção";"90.7";"119.87";"1101261.61";"";"";"";"";"";"Hana Paula Petry";"(41) 98516-8857";"hana.petry@mmarruda.com.br";"(41) 98516-8857";"4";"4";"66";"";"";"45";"01/07/2024";"Um lugar onde a realidade se dissolve em cores vívidas e formas surreais. Inspirado por Salvador Dalí, o empreendimento é um portal para um universo de sonhos e possibilidades. Preço e disponibilidade";"";"10";"";"Dal_Book_Book_dali_2.pdf";"";"Dal_Tabela_tabela_dali_marco_2026.pdf";"https://www.orulo.com.br/buildings/58835"
"58839";"Château de Vermont - Fase 2";"MRV PR";"";"";"";"Presidente Wenceslau Braz";"Em construção";"58.27";"58.27";"454990";"";"";"";"";"";"Rafael Padilha";"(41) 99161-7133";"";"(41) 99161-7133";"";"";"80";"";"";"3";"01/07/2024";"Para morar ou investir, uma evolução incontestável. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"3";"";"";"";"Chteau_de_Vermont_-_Fase_2_Tabela_tabela_chateau_de_vermont_-_fase_2_marco_2026.pdf";"https://www.orulo.com.br/buildings/58839"
"59402";"Joy Living";"Piacentini Construtora";"";"";"";"Treze de Maio";"Em construção";"21.06";"34.8";"305148.2";"";"";"";"";"";"Cunha";"(41) 98869-4202";"contatopiacentini123@gmail.com";"(41) 98869-4202";"";"";"156";"";"";"41";"02/12/2023";"Um projeto inovador e completo, onde cada dia é uma oportunidade única de ser feliz. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"";"";"Joy_Living_Tabela_tabela_joy_living_abril_2026.pdf";"https://www.orulo.com.br/buildings/59402"
"59452";"Bloma";"Lespace Incorporadora";"";"";"";"Monsenhor Ivo Zanlorenzi";"Em construção";"109.23";"260.3";"1457254";"";"";"";"";"";"Otávio";"(41) 98738-3665";"contato@lespace.com.br";"(41) 98738-3665";"";"";"30";"";"";"27";"01/08/2024";"O empreendimento demonstra como a arquitetura, o desenho do processo construtivo dentro da lógica das técnicas e materiais tende a uma obra de qualidade e bem alinhada com o design contemporâneo Preço";"";"2";"";"";"";"Bloma_Tabela_tabela_bloma_abril_2026.pdf";"https://www.orulo.com.br/buildings/59452"
"59456";"Euclides";"Lespace Incorporadora";"";"";"";"Euclides da Cunha";"Em construção";"82.11";"253.23";"1012000";"";"";"";"";"";"Otávio";"(41) 98738-3665";"contato@lespace.com.br";"(41) 98738-3665";"";"";"28";"";"";"15";"21/08/2024";"Uma proposta leve e casual para a rua Euclides da Cunha. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"4";"";"";"";"Euclides_Tabela_tabela_euclides_abril_2026.pdf";"https://www.orulo.com.br/buildings/59456"
"59492";"Piemonte Poty";"Piemonte PR";"";"";"";"Carneiro Lobo";"Em construção";"162.14";"202.23";"3128852";"";"";"";"";"";"Rogério Rodrigues ";"(41) 9289-1282";"rogerio.rodrigues@piemonte.com.br";"(41) 9289-1282";"4";"";"56";"";"";"16";"01/08/2024";"O empreendimento é pura inspiração para que arte e cotidiano se façam presentes. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"";"";"Piemonte_Poty_Tabela_tabela_piemonte_poty_marco_2026.pdf";"https://www.orulo.com.br/buildings/59492"
"59640";"Neo Mundi";"Piacentini Construtora";"";"";"";"João Bonat";"Em construção";"28.39";"48.93";"354768.46";"";"";"";"";"";"Cunha";"(41) 98869-4202";"contatopiacentini123@gmail.com";"(41) 98869-4202";"";"";"108";"";"";"39";"22/08/2024";"Viva o incomparável, em um empreendimento pensado para você! Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"Neo_Mundi_Book_Book_neo_mundi.pdf";"";"Neo_Mundi_Tabela_tabela_neo_mundi_abril_2026.pdf";"https://www.orulo.com.br/buildings/59640"
"60203";"Montreal";"Martelli";"";"";"";"Canadá";"Em construção";"26.02";"66.65";"309072.27";"";"";"";"";"";"Gomes";"(41) 99901-2629";"gomes_comercia@lmartelliconstrucoes.com.br";"(41) 99901-2629";"4";"4";"63";"";"";"40";"09/09/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"";"";"Montreal_Tabela_tabela_montreal_marco_2026.pdf";"https://www.orulo.com.br/buildings/60203"
"60616";"Uma Batel";"Monarca";"";"";"";"Teixeira Coelho";"Em construção";"164.45";"455.87";"3533841.27";"";"";"";"";"";"Ivo Antunes";"(41) 99761-2817";"monarca.plataforma@gmail.com";"(41) 99761-2817";"4";"4";"27";"";"";"16";"12/09/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"";"";"Uma_Batel_Tabela_tabela_uma_batel_marco_2026.pdf";"https://www.orulo.com.br/buildings/60616"
"60787";"New South";"Valor Real";"";"";"";"Antônio Gasparin";"Em construção";"49.24";"68.27";"498066.46";"";"";"";"";"";"Jeferson   //     Maurício";"(41) 9944-4388    //    (41) 9843-8394";"";"(41) 9944-4388    //    (41) 9843-8394";"";"";"90";"";"";"27";"01/08/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"";"";"New_South_Tabela_tabela_new_south_marco_2026.pdf";"https://www.orulo.com.br/buildings/60787"
"60984";"Lagom Jardim";"Deo Empreendimentos";"";"";"";"Silva Jardim";"Em construção";"166.84";"596.47";"2722900";"";"";"";"";"";"Edilson";"(41) 98771-1098";"edilson.w@deoempreendimentos.com.br";"(41) 98771-1098";"4";"";"16";"";"";"15";"01/10/2024";"Sua arquitetura é autoral, resultado de uma concepção contemporânea e funcional, mas ao mesmo tempo criativa e imponente. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"3";"";"";"";"Lagom_Jardim_Tabela_tabela_lagom_jardim_abril_2026.pdf";"https://www.orulo.com.br/buildings/60984"
"61185";"Piazza di Roma";"Alô Incorp";"";"";"";"Guilherme Pugsley";"Em construção";"29.53";"127.35";"364915.5";"";"";"";"";"";"Katryni Calistro";"(41) 99243-0613";"vendas@aloimoveiscuritiba.com.br";"(41) 99243-0613";"5";"2";"87";"";"";"41";"01/12/2024";"Piazza di Roma Residenziale — Onde a Vida Encontra a Arte  Inspirado em ícones como a Piazza Navona, o Piazza di Roma traz para Curitiba, em forma de Studios e Apartamentos de 1 ou 2 Quartos – com opç";"";"6";"";"Piazza_di_Roma_Book_Book_piazza_di_roma_2.pdf";"Piazza_di_Roma_Folder_Folder_piazza_di_roma_2.pdf";"Piazza_di_Roma_Tabela_tabela_piazza_di_roma_marco_2026.pdf";"https://www.orulo.com.br/buildings/61185"
"61398";"N.A.U Juvevê";"Maken";"";"";"";"Machado de Assis";"Em construção";"136.83";"249.75";"2022000";"";"";"";"";"";"Deborah";"(41) 99198-9364";"relacionamento@makenincorporadora.com.br";"(41) 99198-9364";"4";"";"29";"";"";"17";"01/09/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"";"";"NAU_Juvev_Tabela_tabela_n.a.u_juveve_marco_2026.pdf";"https://www.orulo.com.br/buildings/61398"
"61433";"Saint Maartan";"JK Confiance";"";"";"";"Vital Brasil";"Em construção";"77.83";"156.46";"841248.27";"";"";"";"";"";"Lucas scheifer";"(41) 99831-0040";"engenharia@jkconfiance.com.br";"(41) 99831-0040";"4";"4";"11";"";"";"6";"30/11/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"3";"";"";"";"Saint_Maartan_Tabela_tabela_saint_maartan_marco_2026.pdf";"https://www.orulo.com.br/buildings/61433"
"61648";"Ecoa";"Engearch";"";"";"";"Alfredo Mazza";"Em construção";"58.88";"68.93";"515000";"";"";"";"";"";"Fernando";"(41) 99559-8763";"comercial.engearch@gmail.com";"(41) 99559-8763";"4";"";"28";"";"";"2";"01/10/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"7";"";"Ecoa_Book_Book_ecoa_2.pdf";"";"Ecoa_Tabela_tabela_ecoa_marco_2026.pdf";"https://www.orulo.com.br/buildings/61648"
"61696";"Amiero";"Wir Inc";"";"";"";"Recife";"Em construção";"149.16";"150.37";"2070000";"";"";"";"";"";"Luciana Manfredine";"(41) 98409-0016";"incorporadoraweibel@gmail.com";"(41) 98409-0016";"2.5";"";"14";"";"";"5";"01/04/2024";"Um lugar onde sua existência se torna plenamente significativa e que te convida a um estilo de vida verdadeiramente conectado com a sua essência. Preço e disponibilidade do imóvel sujeitos a alteração";"";"2";"";"";"";"Amiero_Tabela_tabela_amiero_abril_2026.pdf";"https://www.orulo.com.br/buildings/61696"
"62200";"Atmos";"ATR Incorporadora PR";"";"";"";"Visconde de Guarapuava";"Em construção";"28.12";"40.45";"496426.12";"";"";"";"";"";"Hellida Zepechouka";"(41) 98717-2416";"hellida.comercial@atrincorporadora.com.br";"(41) 98717-2416";"4";"";"326";"";"";"3";"22/11/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"3";"";"";"";"Atmos_Tabela_tabela_atmos_marco_2026.pdf";"https://www.orulo.com.br/buildings/62200"
"62411";"Costa Ecoville";"MB Costa Incorporadora";"";"";"";"José Izidoro Biazetto";"Em construção";"46.11";"148.1";"601595";"";"";"";"";"";"Beatriz ";"(41)98451-0246";"contato@mbcosta.com.br";"(41)98451-0246";"5";"5";"40";"";"";"10";"01/08/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"3";"Costa_Ecoville_Apresentação_Apresenta__o_costa_ecoville.pdf";"";"";"Costa_Ecoville_Tabela_tabela_costa_ecoville_marco_2026.pdf";"https://www.orulo.com.br/buildings/62411"
"63515";"La Dolce Vista - Breve Lançamento";"Thal Engenharia";"";"";"";"Doutor Sátilas do Amaral Camargo";"Em construção";"45.06";"97.66";"0.1";"";"";"";"";"";"Euclides";"(41) 99102-5999";"contato@grupothal.com.br";"(41) 99102-5999";"2.5";"1.75";"28";"";"";"28";"01/02/2025";"La Dolce Vista, o mais novo empreendimento situado no charmoso bairro Tingui, tem a proposta de elevar o patamar da vida de seus moradores. Localizado acima do Parque Bacacheri, o La Dolce Vista desta";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/63515"
"63517";"Porto Alto";"Construtora Pessoa";"";"";"";"Doutor Roberto Barrozo";"Em construção";"91.62";"267.44";"1551185.08";"";"";"";"";"";"Augusto Galarda";"(41) 99102-7268";"";"(41) 99102-7268";"";"";"24";"";"";"15";"01/09/2024";"Cada apartamento oferece vistas exclusivas e panorâmicas para a cidade, criando um ambiente sereno e inspirador na agitação urbana. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso pré";"";"3";"";"";"";"Porto_Alto_Tabela_tabela_porto_alto_marco_2026.pdf";"https://www.orulo.com.br/buildings/63517"
"63588";"Aya Carlos de Carvalho - Residencial";"Blue";"";"";"";"Doutor Carlos de Carvalho";"Em construção";"24.28";"28.99";"407383.62";"";"";"";"";"";"Kovalski";"(41) 99881-3525";"kovalski@blueempreendimentos.com.br";"(41) 99881-3525";"5";"";"882";"";"";"117";"01/11/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"11";"";"Aya_Carlos_de_Carvalho_-_Residencial_Book_Book_aya_carlos_de_carvalho_-_residencial_2.pdf";"";"Aya_Carlos_de_Carvalho_-_Residencial_Tabela_tabela_aya_carlos_de_carvalho_-_residencial_marco_2026.pdf";"https://www.orulo.com.br/buildings/63588"
"64058";"Ville Vert";"KLW";"";"";"";"Rio Grande do Sul";"Em construção";"28.39";"88.07";"355875";"";"";"";"";"";"Fernando";"(41) 99236-2442";"fernandot@tdimob.com.br";"(41) 99236-2442";"3";"";"28";"";"";"21";"20/11/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"";"";"Ville_Vert_Tabela_tabela_ville_vert_marco_2026.pdf";"https://www.orulo.com.br/buildings/64058"
"64117";"Uniq Barigui";"3AP Incorporadora";"";"";"";"Cândido Hartmann";"Em construção";"188.98";"226.57";"1506698.49";"";"";"";"";"";"Barbara";"(41) 98884-7610";"contato@3apincorporadora.com";"(41) 98884-7610";"";"";"7";"";"";"4";"22/02/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"";"";"Uniq_Barigui_Tabela_tabela_uniq_barigui_abril_2026.pdf";"https://www.orulo.com.br/buildings/64117"
"64294";"Paseo de Ávila";"Canet Junior";"";"";"";"Valentin Deda";"Em construção";"180";"284.09";"607611.32";"";"";"";"";"";"Ana";"(41) 98497-7088";"comercial@neoville.com.br";"(41) 98497-7088";"4";"";"61";"";"";"14";"19/10/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"3";"";"";"";"Paseo_de_vila_Tabela_tabela_paseo_de_avila_marco_2026.pdf";"https://www.orulo.com.br/buildings/64294"
"64298";"Réve";"Riskalla";"";"";"";"Comendador Fontana";"Em construção";"71.75";"282.1";"927967.54";"";"";"";"";"";"Marcos Al Kass Issahak";"(41) 99608-8540";"marcosalkass@gmail.com";"(41) 99608-8540";"4";"";"147";"";"";"49";"01/10/2024";"Abrir portas e janelas, deixar a brisa entrar e trazer todas as memórias dos dias em que você imaginou estar exatamente aqui. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"Rve_Tabela_tabela_reve_marco_2026.pdf";"https://www.orulo.com.br/buildings/64298"
"64404";"The Pineyards";"GT Building";"";"";"";"João Américo de Oliveira";"Em construção";"123.67";"236.58";"2304460";"";"";"";"";"";"Leila Regina";"(41) 99186-1135";"leila.kuns@gtbuilding.com.br";"(41) 99186-1135";"4";"3";"51";"";"";"20";"01/11/2024";"Um produto inspirado nos clássicos atemporais da cultura britânica. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"";"The_Pineyards_Folder_Folder_the_pineyards.pdf";"The_Pineyards_Tabela_tabela_the_pineyards_abril_2026.pdf";"https://www.orulo.com.br/buildings/64404"
"64405";"Oslo";"Construtora Pessoa";"";"";"";"Curupaitis";"Em construção";"64.26";"90.96";"757916.19";"";"";"";"";"";"Luis Augusto ";"(41) 99102-7268";"investandcobr@gmail.com";"(41) 99102-7268";"";"";"30";"";"";"16";"12/12/2024";"Inspirado pela beleza e funcionalidade combina arquitetura moderna e contemporânea com uma alta incidência de luz natural, proporcionando um ambiente acolhedor e energizante para seus moradores. Preço";"";"3";"Oslo_Apresentação_Apresentacao_oslo_2.pdf";"";"";"Oslo_Tabela_tabela_oslo_marco_2026.pdf";"https://www.orulo.com.br/buildings/64405"
"64406";"Sorano";"Pride";"";"";"";"República Argentina";"Em construção";"44.64";"47.94";"477000";"";"";"";"";"";"Caroline Bakaus";"(41) 98788-4381";"caroline.silva@construtorapride.com.br";"(41) 98788-4381";"4";"";"375";"";"";"35";"01/11/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"3";"Sorano_Apresentação_Apresentacao_sorano.pdf";"";"";"Sorano_Tabela_tabela_sorano_abril_2026.pdf";"https://www.orulo.com.br/buildings/64406"
"64409";"Torre Ferrara";"JCD Empreendimentos";"";"";"";"João Gbur";"Em construção";"47.72";"57.94";"477862.73";"";"";"";"";"";"Plataforma Urbana";"(41) 99519-0017";"plataforma@redeurbana.com.br";"(41) 99519-0017";"";"4";"134";"";"";"18";"01/09/2023";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"3";"Torre_Ferrara_Apresentação_Apresentacao_torre_ferrara_2.pdf";"";"";"Torre_Ferrara_Tabela_tabela_torre_ferrara_marco_2026.pdf";"https://www.orulo.com.br/buildings/64409"
"64732";"Wish Champagnat";"Vinci Empreendimentos";"";"";"";"Gastão Câmara";"Em construção";"91.33";"231.93";"1685850.92";"";"";"";"";"";"Ricardo Winiarski (gerente comercial)";"(41) 98522-2323";"ricardo@vinciempreendimentos.com.br";"(41) 98522-2323";"4";"4";"16";"";"";"5";"06/12/2024";"Um refúgio sereno em meio à vida urbana. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"3";"";"";"";"Wish_Champagnat_Tabela_tabela_wish_champagnat_marco_2026.pdf";"https://www.orulo.com.br/buildings/64732"
"64893";"My Way Studios - Breve Lançamento";"CRM";"";"";"";"Júlia da Costa";"Em construção";"18.12";"42.5";"256200.8";"";"";"";"";"";"Leoni ";"(41) 99934-0603";"vendas@crmconstrucoescivis.com.br";"(41) 99934-0603";"";"";"48";"";"";"26";"20/01/2025";"Este apartamento será do seu jeito, planejado nos mínimos detalhes para te atender e proporcionar momentos únicos. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"";"";"My_Way_Studios_-_Breve_Lanamento_Tabela_tabela_my_way_studios_-_breve_lancamento_marco_2026.pdf";"https://www.orulo.com.br/buildings/64893"
"64990";"Carmelo 180";"JN Construtora";"";"";"";"Carmelo Rangel";"Em construção";"225.38";"471.65";"6064745.71";"";"";"";"";"";"Aloízio Henrique Pereira";"(41) 99869-0281";"aloizio@construtorajn.com.br";"(41) 99869-0281";"4";"";"21";"";"";"10";"13/12/2024";"Um paraíso particular para ressignificar a vida. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"";"";"Carmelo_180_Tabela_tabela_carmelo_180_marco_2026.pdf";"https://www.orulo.com.br/buildings/64990"
"65131";"Céos";"Lumy Empreendimentos";"";"";"";"João Schleder Sobrinho";"Em construção";"71.59";"189.53";"767698.16";"";"";"";"";"";"Liane";"(41) 99928-0852";"liane@lumyempreendimentos.com.br";"(41) 99928-0852";"";"";"14";"";"";"12";"01/01/2025";"Situado em uma das áreas mais desejadas do Boa Vista, nosso empreendimento combina um estilo contemporâneo com o aconchego de um lar acolhedor. Preço e disponibilidade do imóvel sujeitos a alteração s";"";"2";"";"";"";"Cos_Tabela_tabela_ceos_abril_2026.pdf";"https://www.orulo.com.br/buildings/65131"
"65132";"Vicenza";"Zanardi Construtora";"";"";"";"Murilo do Amaral Ferreira";"Em construção";"105";"252";"1499000";"";"";"";"";"";"Ana Paula";"(47) 99697-0545";"";"(47) 99697-0545";"";"";"16";"";"";"4";"01/12/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"4";"";"";"";"Vicenza_Tabela_tabela_vicenza_marco_2026.pdf";"https://www.orulo.com.br/buildings/65132"
"65568";"AMA";"Aliv Incorporadora";"";"";"";"Amadeu do Amaral";"Em construção";"23.65";"118.95";"257920";"";"";"";"";"";"Heloisa";"(41) 99117-3216";"Comercial@alivincorporadora.com";"(41) 99117-3216";"4";"4";"32";"";"";"24";"08/05/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"AMA_Book_Book_ama.pdf";"";"AMA_Tabela_tabela_ama_marco_2026.pdf";"https://www.orulo.com.br/buildings/65568"
